gene_name,baseMean,log2FoldChange,lfcSE,pvalue,padj,contrast,direction
CHRNE,80.44773176209962,-1.196122890831186,0.2630494725781805,7.471740764579064e-8,7.770781275454155e-7,LSvsNL,down
CLEC10A,315.3325733694223,1.5160555307014112,0.25158934500525887,1.7071359364701126e-11,3.759419211185393e-10,LSvsNL,up
RNF222,399.5122971418465,1.157110141098187,0.21541383487110116,3.465904890763126e-9,4.8015849172110636e-8,LSvsNL,up
MYH13,2.155771992949231,3.2541559195252883,0.912516290933354,4.1085948391731824e-5,2.1968060001340442e-4,LSvsNL,up
HS3ST3A1,43.496352835098115,3.8340177582351993,0.3587298112568423,7.608594999882764e-33,3.0755631788414994e-30,LSvsNL,up
TEKT3,27.02798234593967,-1.0085447533386727,0.2715042429975804,5.665785959544656e-6,3.742216652291841e-5,LSvsNL,down
LGALS9C,42.85499014465502,3.077114112413351,0.2896115169206633,1.0418107180191856e-30,3.604205716078317e-28,LSvsNL,up
FAM106A,11.741500203381493,-1.017096083428107,0.4403009673441212,4.366966334106123e-4,0.001766402437567053,LSvsNL,down
SNORA59B,34.3564952961698,-1.2380747692679483,0.20296422734440236,1.201132182890892e-11,2.7186496745234244e-10,LSvsNL,down
LGALS9B,30.211704687670412,3.286478831510009,0.2804293555484563,3.968110005390592e-37,2.3283845483243505e-34,LSvsNL,up
PIPOX,41.54741065721817,-1.0778694844726135,0.24678965227871938,3.19173299365656e-7,2.8128693388862804e-6,LSvsNL,down
ADAP2,1482.244891727145,1.142322536943459,0.09785365339686171,7.919522528091015e-33,3.131654669260338e-30,LSvsNL,up
CDK5R1,98.51435077732116,1.002479145753332,0.20641995948687197,4.388367913659691e-8,4.777044425461986e-7,LSvsNL,up
CCL7,12.499050573528804,4.134192215082315,1.008359407102678,5.4176374426408565e-9,7.135857389405677e-8,LSvsNL,up
CCL8,48.125889723301164,1.4321018550406162,0.3588259213938285,3.9067657678886224e-7,3.3679653705163053e-6,LSvsNL,up
CCL13,1636.9787699210449,1.2993738638722094,0.33725014557359173,1.0826478411829754e-6,8.383722533468847e-6,LSvsNL,up
SLFN12L,10.534199048854177,1.3795227978920597,0.28835789320909316,2.6949861965163486e-8,3.071541285377969e-7,LSvsNL,up
CCL18,4189.94709599823,3.275085878159308,0.4855879040325413,2.384380702913417e-17,1.5545478489603963e-15,LSvsNL,up
CCL3,21.459851429946603,2.2916816822037034,0.6478184435695695,8.617761935132574e-7,6.863270122594637e-6,LSvsNL,up
CCL4,55.00733226882165,1.1201316255554634,0.47813307143633244,1.3102296507499828e-4,6.17117486979342e-4,LSvsNL,up
CCL3L3,19.981031193195122,1.032903885885882,1.4114348951098257,4.0669218369775433e-4,0.0016546031808235633,LSvsNL,up
HNF1B,3.0049864146941156,3.4589148954442996,0.8496570907807183,2.797914048843719e-7,2.5095688633366493e-6,LSvsNL,up
EPOP,40.31768785268023,1.5806845254159807,0.3043296857391641,4.402262192481527e-10,7.380382422234007e-9,LSvsNL,up
