"","gene_name","tissue type (LS/NL/HC)","individual","SCORAD","EASI","quarter","anatomic region","gender","unexplained"
"345","TIGIT",0.232348844803824,0.0509104331098158,0.00418036082575347,0.0123915944527692,0,0,2.75539683793014e-10,0.700168766532298
"346","PLA1A",0.0329551971370042,0.0461270700770899,0.00109667482359353,0.00226318274129889,0.0209567881385289,0.0222925490468236,0.0241829337510318,0.850125604284629
"347","HGD",0.0635974722066986,2.90272846858004e-09,0.0031225880479527,0.00483921220915927,0.00122779343026762,0,0,0.927212931203193
"348","ILDR1",0.465561331909841,0.0625885053027171,0.0269986970328232,0.00888585651556992,0,0,0,0.435965609239049
"349","CSTA",0,0.291121376770403,0.00419194155001919,0.00363878270436596,0,0.190562571406776,0,0.510485327568436
"350","PARP9",0.185087447754278,0.0463773925364433,0.00221883187844305,0.0117164966718248,0.015806836296536,0.134843215655696,0.0770426628802555,0.526907116326523
"351","DTX3L",0.0831754267266261,0,0.00126770021172815,0.00198477402891935,0.0222220513783622,0.0105449963803255,0.159411383880866,0.721393667393172
"352","PARP15",0.139752636437628,0.0563930573575395,0.00129725870783,0.00163797103598539,0,0.0309448656705736,7.84941631523524e-10,0.769974210005502
"353","ADCY5",0.029060117153861,0.0280150420771784,0.000918086718674536,0.0157858404842888,0,0.064663263841927,4.70602883498426e-08,0.861557602663782
"354","CHST13",0.154705384142706,0.0915630448985946,0.0336786386384636,0.00455449217579327,0.00680547911512241,0.0309823982534167,0,0.677710562775904
"355","COL6A6",0.292410560412549,0.106840584048775,0.00564785140660794,0.00101874493140305,2.11669894243554e-09,0.17516904640402,4.44262629341476e-11,0.418913210635521
"356","TMEM108",0.492949747165051,0.141896874277805,0.0393271346362817,0.00234710291791831,0,0,0.029947422826012,0.293531718176932
"357","TF",0.0571547686555527,0.24100406410896,0.0459326256207153,0.00195284172694713,0.010548842216092,0,0,0.643406857671733
"358","EPHB1",0.565618401374027,0.0488063601850156,0.0175707108712443,0.00400021468314174,0.00219860919898496,0.0080224468587306,0.0435105486784133,0.310272708150442
"359","CLDN18",0.253198256149969,9.51860616118827e-11,0.00585975178009126,0.00117958134920823,1.09253047149811e-10,1.44107641902791e-10,2.42322863360533e-10,0.739762410129862
"360","PLSCR1",0.246540607690463,0.0518162605724487,0.0135830410807465,0.00216829110076798,0,0,0.159572148871502,0.526319650684072
"361","RARRES1",0.255858962885596,0.175104646812209,0.0617010598175443,0.00349502439864584,6.46214945617033e-09,0.118659995547222,0,0.385180304076634
"362","ARL14",0.314277501958451,0.245173587758068,0.00981964151042083,0.0014025255895207,0,0,0.0115023488558748,0.417824394327665
"363","LINC02067",0.304536328333107,0.0251437214410728,0.0312400462015366,0.00457963770707049,1.64504327225696e-08,5.05301293682713e-08,0.000906008613862992,0.633594190722788
"364","MECOM",0.125546773496056,0.0443063187793514,0.0222205684043383,0.000352608134158923,0,0.0452765402794655,0,0.76229719090663
"365","ACTRT3",0.153651139000504,0,0.0339857464807199,0.00792034756739861,0,0,0,0.804442766951377
"366","TNFSF10",0.291160793282107,0.15371376963904,0.000203089760365442,0.00695499402556103,0.00276316114177357,0,0.0260011834768522,0.5192030086743
"367","ECT2",0.0451862512692844,2.26222828619922e-10,0.00367744097219479,0.000973958208367779,0.000291081595706258,0.0585585363241361,1.17938157832596e-09,0.891312730224706
"368","SOX2",0.109325852514692,0.0171490959974376,0.0323471600848596,9.52427697550078e-09,0.023903555604486,0,1.64155208887741e-09,0.817274324632696
"369","LINC01994",0.205629421307918,0,0.011594573776225,0.00142606236220978,3.32220903011391e-09,3.27008788561298e-08,2.00964969906954e-07,0.781349705565589
"370","LINC02031",9.30596721901914e-10,0.16666735573834,0.00635951706352713,0.00301410545985653,0.0100455356707729,0.0656336228171933,1.32697940646931e-09,0.748279860992734
"371","KLHL6",0.0251573953865764,0.00360451787033277,0.00152099856109626,0.0027813325041029,0.00411614681107081,6.19791803283866e-10,0,0.962819608247029
"372","EEF1AKMT4",8.74969462002709e-10,0.190778878990464,0.000340147155514867,0.000457533802096438,0,0.074972515143478,0.0135702890129717,0.719880635020505
"373","LIPH",0.468017544085483,0.0454815857906737,0.0793297185847362,0.0206038275283686,0,0.0239424379515568,1.54737064381132e-09,0.362624884511811
"374","MASP1",0.189149592120552,0.136659282770559,0.0137945331139484,1.06057432883085e-05,0.0678101499480504,0,1.87071150265429e-09,0.59257583443289
"375","RTP4",0.237425887010213,0.093768337150044,0.0030543013302283,0.001147536137,0,0.0687097490533598,0.173737288409322,0.422156900909833
"376","CLDN16",0.555516948098145,0.0378312051041548,0.00930077688897457,0.0102227489011302,0.00667778731851708,4.21861289020517e-11,0,0.380450533646892
"377","LINC02028",0,0.38037077024849,0.00268520170188591,2.2796401909379e-08,0,0,0,0.616944005253223
"378","LINC00887",0,9.31916873067799e-09,0.000666630143443024,0.0352524536430316,0,0.358893367825866,0,0.60518753906849
"379","MUC20",0.279942586182778,0.37222002006063,0.0158040576011105,0.00171913987040194,0.0317800324537502,0,1.68471650972698e-06,0.29853247911482
"380","LINC00885",0.425320335183415,0,0.0435328050499709,0.000924401919695634,3.7147730943392e-10,0,1.43300925051674e-10,0.530222457332141
"381","TM4SF19",0,0.0793185997902076,0.011438993233031,0.00476425442197293,0,0,0,0.904478152554789
"382","TMEM271",0.440780449886591,0,0.0479148689909503,0.00347257154465374,0.00699756425596142,0.0186952837151114,0.0252032250128568,0.456936036593875
"383","TACC3",0.0916375605152386,0.0351598782115343,0.0159050349707994,0.00240620821536026,0.0143057191170108,0.0149587631493774,0.0150532397096425,0.810573596111037
"384","DOK7",0.320484755325565,0.178074077672204,0.0416563092526866,0.000751515297181847,1.34560431012505e-10,0.0199305748963334,0,0.439102767421468
"385","SORCS2",0.122949810938676,0.257159888740423,0.032495695500925,0.01219630645365,0.00544108414128058,2.66131061621876e-10,0,0.569757213958914
"386","SH3TC1",0.264823473878006,7.24408886363213e-10,0.0156141320160407,0.0115648897670803,0.0284019162628456,0,0.00508171625162633,0.674513871099992
"387","HS3ST1",0.140785934267141,0.0907409909531058,0.000305227406129092,0.00234760765919226,0,0,0.0240793250139449,0.741740914700487
"388","MIR5091",0.256511007111562,0.0584231159956304,0.00482274501157127,0.00291615882820154,0,0.0253263635879725,0,0.652000609465062
"389","FGFBP1",0,0.0632667691251878,0.0221069035220157,0.0140991082132396,0.0261058635877537,0,0.0123425721833902,0.862078783368413
"390","FAM184B",0.357842955706157,0.0354149347392808,0.035613679051522,4.88824839876564e-06,0,0.0226282506269689,0,0.548495291627673
"391","NCAPG",0.093212984814107,4.56616612736554e-10,0.0416853061727078,0.00602249567463756,0.00892829766704316,0.0784267251963639,0,0.771724190018524
"392","LGI2",0.0487289554951666,0,0.0136533716715595,0.008532804489386,0.00281291988055639,0.040186114254695,1.96683845958116e-10,0.886085834011953
"393","NWD2",0,4.19968810905688e-10,0.000174369305297413,0.0115016459193657,0.0214135096489038,0.0604597137372569,0.103448815489038,0.803001945480169
"394","RHOH",0.261355182711519,0.0644822644249619,0.0040621095597381,8.23444121296747e-06,1.49069870996386e-10,0.10880002236778,0.0110974154372482,0.550194770908469
"395","CHRNA9",0.205245080690356,0.0947719303689521,2.50225129941647e-05,0.00265261883462623,0.0684708106858029,0,1.09555665905963e-09,0.628834535811712
"396","GABRA4",0.0133943570031315,0.192528977501027,0.00944930059876509,0.00300986155572933,0,0,5.49666540355312e-09,0.781617497844681
"397","GSX2",0.37238209403526,0.168592558818282,0.0186423802550409,0.00718401251683262,0,9.12963274312239e-11,0,0.433198954283288
"398","PDCL2",0,0.161041905157184,0.0031856298189559,0.011015459934653,9.94275291953125e-11,1.7228967210943e-10,0,0.82475700481749
"399","THEGL",0.473637354960981,0.0271335817974559,0.0285796763047768,0.0123989461796212,0,0,0,0.458250440757165
"400","LINC02232",0.276866219355149,0.234471513880821,0.109660552359161,0.0308424060961658,0.0192342855959335,1.86416707332945e-09,2.14841793048161e-07,0.328924806006809
"401","TMPRSS11D",0.238055595700279,0.187586770771292,0.0164768043684358,0.00894703102865699,0,0,9.21120433076805e-10,0.548933797210217
"402","TMPRSS11F",0.490838380067216,0.129407371592178,0.0480791774343087,0.0156106908630008,0,7.71444028456177e-11,2.52611219329489e-09,0.31606437744004
"403","TMPRSS11E",0.178982915617347,0.0204358910920847,0.0300844547735058,0.0314038815901463,0.0151471628134669,1.13106362377876e-10,0,0.723945694000343
"404","UGT2A1",0.0963595013419835,0.205600366044266,0.0829241772464497,0.000579876394402774,0,0.0223971632967378,0,0.592138915676161
"405","RASSF6",0.499276960112133,0,0.0226601908691748,0.00159091896554964,0,0.0138335685377732,0,0.46263836151537
"406","CXCL1",0.316746630395494,0.115303939815959,0.0176317928135326,0.00323136934997544,0,0,0.00261095831209875,0.544475309312941
"407","PF4",0,0.151664012277415,0.0208618895787292,0.0163023667887949,0.0192598690806692,0,0,0.791911862274392
"408","PPBP",0,0.0769660869462625,0.0099168373835129,0.0105732113354427,1.33720149448369e-10,0,0,0.902543864201062
"409","CXCL3",0.0745906009254075,0.133366105009722,0.00208974948253297,0.00180510318988052,0,0.0392517111157326,1.01448900877989e-10,0.748896730175276
"410","CXCL2",0.299490802791154,0.105325852447329,0.00233307396125477,0.000806241246110429,0,2.61934977627041e-10,0.0170835165309662,0.57496051276125
"411","EPGN",0.202976994845673,0.0762308748684069,0.0627329426243487,0.0193733520636757,0.0156948029640703,0.0521478013646751,0,0.57084323126915
"412","AREG",0.110027388451731,0.0912728141333266,0.0122817109836518,0.00232941749701217,2.41215579726831e-09,2.6715787163208e-10,0.011800982088501,0.772287684166464
"413","BTC",0.64106831864365,0.112621033558499,0.0418620229511785,0.00401397803434081,2.6594205768204e-11,2.34301309500697e-10,0.00446129023023897,0.195973356321197
"414","CDKL2",0.23104907773893,0.0923657570898925,0.000500709981778728,0.089052567767918,0.0202017700909572,7.10544206875051e-10,1.49487712684389e-05,0.566815167848711
"415","CXCL9",0.292916392872596,0.132140345388962,0.000977343578554879,0.000272531993715367,0.0072825153403018,0,0.0276349547188865,0.538775916106983
"416","CXCL10",0.364633124720458,0.0576838053036281,0.0388854368130591,0.00193157504727608,0,0,0.0780160969742921,0.458849961141287
"417","SOWAHB",0.324735284607347,0.145250665471737,0.0133519285704564,0.00631140049858954,8.57355811701404e-08,0.0506787412384316,1.38540768221255e-08,0.459671880023781
"418","TXNP6",0,0.125698428494999,0.0622301323031028,0.00119564290681272,0,0,0,0.810875796295086
"419","FRAS1",0.345756015561944,0.169307207711678,0.0259428668370127,0.00548906349878778,0,0.0230959683138274,4.88917126189916e-09,0.430408873187579
"420","LINC00989",0.27492909808295,0.0980308014948794,0.0179072026092295,0.0102041148304128,7.76720058169883e-09,0.0102259838818003,1.63775693860613e-05,0.588686413764141
"421","SCD5",0.608290101422742,0.111356441724366,0.021952080096997,0.00196465657357078,8.79732114286442e-11,0,2.33099412149717e-09,0.256436717763358
"422","PLAC8",0.0583432367130739,1.4691039130529e-09,0.000120443747990835,1.20071651722597e-05,0,0.0096236682216201,0,0.931900642683039
"423","HPSE",0.293716795251279,0.135659327257383,0.000306027819727368,0.00457364591663372,0.0209948622863241,0.0534696504868374,0,0.491279690981816
"424","C4orf36",0.354561870641016,0.0147037466305542,0.02010827351125,7.83991353318664e-05,0.0095693193428154,2.13958853954019e-09,3.97774427742731e-09,0.6009783846217
"425","HSD17B13",0.446287129267174,0.0390948007207505,0.137789528637548,0.0107228497422671,0,0,0,0.36610569163226
"426","ABCG2",0.178819139791037,0.0572244028495535,0.00223965399925416,0.000356907256001434,0.00516666707922819,0,0,0.756193229024926
"427","HERC6",0.0754391011502172,0.0440246381069742,0.00244329768611358,0.00183083789674153,0.0192914298455937,0.0201106273551419,0.0801735728919098,0.756686495067308
"428","HPGDS",0.347987311487449,0.10322316648165,0.0303474307328638,0.0121078568766253,0.0099307965804828,0.111865192776987,6.06335679172004e-10,0.384538244457607
"429","ADH6",0.501602799211379,0.0943059367713417,0.0561541635297579,0.00198237835858223,0.00438754330445097,0.149940206511505,0,0.191626972312983
"430","ADH7",0.0343087467750471,0.26432862283871,0.0208204898585783,0.0144837865648371,0.0563668556456628,0.131659364145661,0,0.478032134171503
"431","CENPE",0.111385487495681,0.0295459182523229,0.0263671049316234,0.012115208271106,0.009383026132986,0.00745754132035995,0,0.803745713595921
"432","EGF",0.383563302507334,0.0711035889250382,0.0553212884891084,0.00505970257675194,0,5.92544149548062e-10,0,0.484952116909224
"433","SYNPO2",0.15104411591176,0.159823351293699,0.0345106801637787,3.42641457397661e-07,0,0.119599863253555,2.37919506962403e-10,0.53502164649783
"434","MAD2L1",0.0382477860937858,0,0.00874893653741932,0.0046251398434582,0.04384804929859,0,0,0.904530088226747
"435","CCNA2",0.0507730200958989,0,0.0285854675465134,0.00323613982082534,0.0324373658977687,0,0,0.884968006638994
"436","SLC7A11",0.0618327587329351,0.121823871521005,0.0234799058778926,0.00925902060505304,0,0.091792002549135,4.28783485519493e-10,0.691812440285196
"437","MGARP",0.152191302501213,0,0.000595247029344969,0.0232736938415635,0,0,0.000441167755798718,0.82349858887208
"438","REELD1",0.202896490529272,0.128745060155212,0.0237632902500964,0.000846150763014647,0.0167824860514161,5.58770908808609e-10,0.0403297178454323,0.586636803846786
"439","LINC02273",0.398428309701377,2.54069988419707e-10,0.00402904623502484,0.00403689259610796,0.0414353908957429,0.00945721967237616,0.00745391664958502,0.535159223995716
"440","NPY1R",0.35648621686796,0.166654148287197,0.0468427820074527,0.0127003140253263,1.48715601129273e-10,6.61126725079016e-10,0,0.417316538002222
"441","NPY5R",0.427546191387825,0.13238955160882,0.0173345109814024,0.0071965794416308,0,5.73105838186836e-10,0,0.415533166007216
"442","APELA",0.020233017109338,0.0817578512307347,0.00105006938824493,0.00339942269546872,0.00314018402645557,0,0,0.890419455549758
"443","FAM218A",0.451072344981005,0.0807502129413176,0.0407356121964023,0.000277940423446659,5.61671139717601e-07,0,9.00130482136306e-09,0.427163318785384
"444","TLL1",0.47848308394801,0.115549144240379,0.012341462710392,0.00508650232958455,0,0,0,0.388539806771634
"445","SCRG1",0.453451311400553,0.122479928887988,0.0434162276033776,0.000643311587273294,0.0140025801955692,3.19482159119339e-10,0,0.366006640005756
"446","HAND2",0.0945720304081764,0.0542732888860864,0.00622645547564075,0.0104249909285529,0.0299323247964218,1.05254086387037e-09,0.0446605631938731,0.759910345258708
"447","TENM3",0.0732929692562724,0.0103392830381194,3.24566697309262e-06,0.00161927937950935,0.052453483903238,0,0.0386428413338181,0.823648897422069
"448","ENPP6",0,0,0.0140336995309856,0.00103286247906527,0,0,0,0.984933437989949
"449","HELT",0.213308926080009,0.125620947683014,4.13661937277445e-05,0.0057772600135634,0,3.16304985183986e-10,0.0436602804104624,0.611591219302918
"450","FAT1",0.0304034252557881,0.165637464307645,0.00112065471643244,0.00381466296645751,0,0.144461425518119,4.05983387280362e-10,0.654562366829575
"451","TRIP13",0.0317070638661488,5.38000520660371e-10,0.0143200483050116,0.00634283909856993,0.0734532691608917,0,9.98157673239445e-11,0.874176778931562
"452","LPCAT1",0.0771670951204119,0.0405763436050728,0.00149792340232335,0.00454674890635719,0.104036556618143,2.73390787221764e-10,0,0.772175332074301
"453","LSINCT5",0.140534660750095,0.0167589003321864,0.0752919604736685,0.0195632786609338,0,1.21426048070969e-10,1.70440483503777e-09,0.747851197957285
"454","ADCY2",0.40013445266293,0.107911054386904,0.0740420604202382,0.0176918652322955,0.00329926875879358,1.60616574801858e-08,5.04243111944278e-09,0.39692127743475
"455","C5orf49",0.606834654164671,0,0.0174400290548249,0.00238909869628595,0.0184814486833285,0,4.18769585297803e-10,0.35485476898212
"456","ANKRD33B",0.410278119355637,0.0105972321028349,0.0234961494533528,0.0104453097319479,0.0309518122713124,0.0448349224129025,4.35114115190323e-09,0.469396450320871
"457","CTNND2",0.0246107912633836,0.0463827151883471,0.0270359296667643,0.0103448396819792,0.00850186988275437,0,0,0.883123854316772
"458","RETREG1",0.594174002492635,0.126214779568974,0.0304777313074432,0.0070840835365359,6.32024005535494e-11,5.15445535528622e-11,9.27141565790135e-11,0.242049402886951
"459","CDH12",0.473478683505771,0.109065315196731,0.0652057310635006,0.00133446334749037,0,6.76615948578198e-11,2.96863298286416e-10,0.350915806521982
"460","C5orf17",0.0200306337404725,0.243429900506133,0.0394336186722775,0.000581888653777883,0,0.0605835684391791,0,0.63594038998816
"461","MSNP1",0.0386104316828225,0.0997429593623292,0.00187413631451056,0.00368977405659068,0,5.07048951556135e-10,9.35569201564598e-11,0.856082697983141
"462","SUB1",0.0142315222556472,0.0352680633223587,0.00192859057116861,0.000812144926024442,0,0.0755458922484668,2.62097496431912e-10,0.872213786414237
"463","ADAMTS12",0.104741096786807,0.185459678625489,0.000986775692294533,0.00717390094029307,0.0273586731467003,0.15146225942273,7.47323857996216e-08,0.522817540653301
"464","RAI14",0.530768383382802,0.140660469673718,0.0211114777160736,0.00347060742934669,0,0,0,0.30398906179806
"465","TTC23L",0.390467048485461,0.0552625048129727,0.078297630945032,0.0111418636982161,0.0263333537977491,9.61191783224639e-09,4.87404819532443e-09,0.438497583774603
"466","IL7R",0.365702438679337,0.0397842342076888,0.00778186429912816,0.00573612732896918,7.64357237731214e-10,0.0123622718128912,3.2250054772068e-09,0.568633059682623
"467","UGT3A2",0.749121634522844,0.0899445631767259,0.016667809356512,1.01516268695025e-05,0.00167716732888054,0,0,0.142578673988168
"468","OSMR",0.0858022893969371,0.195288772113058,3.20403625197079e-05,0.0270115352630306,0,0,0,0.691865362864454
"469","CARD6",0.263222576311244,0.111121063890354,0.0113107834592576,0.0250158907815357,0.00642607573313589,2.47807883696707e-08,0.163809442433266,0.419094142610418
"470","C6",0.0637036173634538,0.0462002614520781,0.00708661314199148,0.00378248974592366,0.12228705656402,8.49363039849753e-11,0.0340641035954522,0.722875858052145
"471","FGF10",0.132958593066241,0.110428445660814,0.00112769641386109,0.0263807588411707,0.0538396619551329,0,3.04073811073933e-10,0.675264843758707
"472","GZMA",0.153745447676564,0.128116610467388,0.00138198060445219,0.000265011465422611,0,0,0.0307041110875256,0.685786838698648
"473","DEPDC1B",0.0617210157473205,4.46133193367645e-10,0.00501376267871088,0.000274389521762061,0.0170635583788534,0,2.07647322130285e-09,0.915927271150747
"474","RGS7BP",0.135437049066845,0.120570597157965,0.0280865469299166,0.000560031615616386,2.94881832480341e-07,0.265697722306026,0.0302092224757877,0.419438535566011
"475","CD180",0.120197282386244,0.105145173369472,0.000896640299913237,0.0119471069605398,0.00435205338532408,0,1.78162452329747e-08,0.757461725782261
"476","LINC02242",0.147384816622522,0.0753199155597911,0.0322320228688772,0.0194105375961173,0.028719586057693,1.38567826886363e-10,0,0.696933121156431
"477","CCNB1",0.201934747736886,0.0569058298205924,0.0595433314147874,0.00969333777250884,0.0380540865126924,0.0689050057286831,8.551488942215e-10,0.564963660158701
"478","FAM169A",0.110988596599099,0,0.00234482842095175,0.000931868034015588,0,3.67286721053258e-10,3.74573219474612e-09,0.885734702832915
"479","GCNT4",0.211610871242641,0.184577067254232,0.0128485921339286,0.00327232000014434,2.04603988659674e-10,0.0167094042364474,0.0162216244011457,0.554760120526857
"480","ANKRD31",0.203161300671328,0.0276985450377512,0.0516231523152758,0.0306505082091948,0.00130260832215513,0.124532127016202,0,0.561031758428092
"481","ANKDD1B",0.288338976954047,0.00660239997789005,0.0411164685192321,0.000614772361838071,3.1248504238073e-10,0.0150951230460361,0,0.648232258828472
"482","CRHBP",0.155130949408435,0.219007351652105,0.00420585038094537,0.00306118452850956,0.0504323477826793,0.0436610889259963,0,0.524501227321329
"483","CMYA5",0.369337510925276,0.0981486061145144,0.0552119888597526,0.00230012157867175,0,0.00202115637146794,8.74444802532006e-08,0.472980528705837
"484","ATP6AP1L",0.347791639712705,0.269366551262201,0.0246135670429346,0.000767527127775607,0.00299085284239362,7.89599450722685e-09,1.37782351840611e-08,0.35446984033776
"485","EDIL3",0.431553956802275,0.114313744802345,0.0176482340234568,0.00423330498010001,0.00626224938432429,0.0556282748487634,0,0.370360235158735
"486","POLR3G",0.33040454366859,0.128983442600236,0.0348976024920442,0.0010099343941771,0,0.117024752659917,0,0.387679724185035
"487","LUCAT1",0,0.0703789292615265,0.0559921607207597,0.00266039617754516,0.0146483897395088,0,0,0.85632012410066
"488","RHOBTB3",0.508070380371106,0.0892447418005275,0.0411278869783232,0.00644029826101961,0,0.00625071320568274,0,0.348865979383341
"489","RGMB",0.523055879171942,0.0688864546250348,0.0311910167430552,0.00764654791082801,9.36072563160063e-05,0.0255381089117697,8.9143008780657e-10,0.343588384489624
"490","ST8SIA4",0.0564648357515199,0.0187533621007862,0.000289889590305584,0.00729088302127452,0,0.0225440450751029,0,0.894656984461011
"491","CAMK4",0.110295083070784,0.0289363284164214,0.00559565835136439,0.0012114366636595,0,0.0731055249638235,9.26459394057024e-09,0.780855959269353
"492","STARD4",0.0125177937880559,0.0847447468376941,9.12891394019284e-05,0.00123956675164128,0.0391348990653302,0,0.0344297300241233,0.827841974393753
"493","MGC32805",0.000623615328073728,0.409418276486549,0.000677050527531809,0.000941288022677819,0.0381727818357706,0.0398113917355627,0,0.510355596063834
"494","FBN2",0.0446172680888228,0.181323464268204,0.00489819463812956,2.61435689939306e-08,0,0.00647983891107011,0,0.762681207950204
"495","MIR3936HG",0.446310161428582,0.0347857777929191,0.00667521325044688,0.00455210483984154,0,0.0131307293516644,5.65194707115179e-11,0.494546013280027
"496","CCNI2",0.10029293887906,2.51979905021705e-10,0.0110444164309561,0.000260385269393241,0.0354062156207066,0.0637946485635161,9.78225664775338e-10,0.789201394006162
"497","PITX1",0.231004615720937,0.10908103297831,0.0583955218747038,0.000908785076560518,6.12657599666018e-11,0.0575291811737,0,0.543080863114523
"498","TIFAB",0.245236799279614,0.0644817251746498,0.000354977919603906,8.55003475514687e-05,0,0.101665408859827,0,0.588175588418754
"499","KIF20A",0.0614874947889787,5.59465345083827e-11,0.0254603667281143,0.00450702263175056,0.00861240506376853,0.356994831900068,0.00900742950992168,0.533930449321452
"500","CDC25C",0.0556772480169063,0.0140581758317538,0.0151123155772271,0.00183559136198527,0.00186182768614337,0.246858294438123,2.19696877265469e-09,0.664596544890893
"501","MZB1",0.168511760683005,0.163947449851811,0.0237652170160127,0.0180090332526401,0,0.00384690328097101,0,0.62191963591556
"502","PROB1",0.11851294519708,0.159234339189444,0.0816393552151614,0.000450557769341385,0,0.0921575748829971,0,0.548005227745976
"503","HBEGF",0.11684414382786,0.131149527628631,0.0118739408999994,0.00311597573815941,0,6.12682141471433e-09,0,0.737016405778529
"504","PCDHGA3",0.203037921472302,0,0.0417838883134321,0.0070639758224976,0,0.147023343615513,9.50939820826781e-11,0.601090870681162
"505","RELL2",0.0376541271450221,0.241730236652459,0.0317328346326565,0.0012600114924781,0,0.0213447006870251,0,0.666278089390359
"506","FCHSD1",0.110050482318453,0.112578288386848,0.0123339847786659,0.004053401456378,0.0659579740128425,0.00335570405416388,2.41867295699472e-07,0.691669923125352
"507","SPRY4",0.0495655513300241,0.113478078142658,0.00464635005450932,0.00901594464290625,0.0145623236805044,0,0,0.808731752149398
"508","GRXCR2",0.384292685293164,0.0100980722775956,0.0261593706214446,0.00243755990841105,0,0,0,0.577012311899385
"509","SPINK1",0.510985852664021,0.00457456980984646,0.0218600496085807,6.35702852679824e-05,0.00114805134941746,0.0964412158852644,9.05305519682945e-11,0.364926690307071
"510","SCGB3A2",0.377447912650797,0.0708903025225752,0.00345075279617762,0.000575537683614701,0,0.00866103909810524,0.00862143106086877,0.530353024187861
"511","C5orf46",0.409842207691447,0.136659466554542,0.0242899621220123,4.11656472643518e-07,0,0,1.51355568664517e-08,0.429207936839969
"512","EEF1GP2",0.447283672172194,0.219172234142412,0.0211899644418313,5.67590574258719e-05,0.000535954503260953,0.0123762409760489,0,0.299385174706828
"513","SPINK7",0,0.0549068369352756,0.0691943547599631,0.0118413676135396,0.0567411780154041,0.0418576332205839,0.0991997851590741,0.66625884429616
"514","GPX3",0.325160377436719,0.0230041802821789,0.00310086067128172,0.00430616812920253,0.0321593147084082,0.0559618187403514,1.16423200011692e-10,0.556307279915436
"515","ITK",0.217032236211783,0.0708555821476902,0.0124379931412506,0.00665347607865941,0,2.49284490697922e-10,0,0.693020712171332
"516","ADAM19",0.355746800858806,0.0396472725842864,0.00332599539796386,4.4786892065355e-05,0,0.0339678999725712,0.0510320008626819,0.516235243431625
"517","FABP6",0.0946773008638061,0.00816088534913681,0.0162532056097863,0.0450715586722098,0,9.26160676203802e-11,0,0.835837049412445
"518","PTTG1",0.074068998787347,0.0561474276136105,0.0349853361093685,0.0120745233428505,0.0031907041883295,8.61630807366236e-09,0.00720817747914315,0.812324823863043
"519","LINC02159",0.253015173275142,0.110557234603385,0.0191459933862315,0.0260833738801198,0.0230647952390011,3.75471050090288e-08,1.97675779623503e-09,0.568133390092258
"520","LINC01863",0.329108833045174,0.0403004577704397,0.00625134897105045,0.00486776715218443,0,0,0,0.619471593061152
"521","LINC01485",0.0945381792535861,0.169677810518244,0.030927548504739,0.0101046851818637,0,0.0686598686773156,0.0271707748234648,0.598921133040787
"522","MSX2",0,0,0.0447374292934304,0.00513206806211761,0,8.5663014433453e-10,0,0.950130501787822
"523","HRH2",0.272651143819884,0.26731853732372,0.003057026894659,0.00271140906274753,0.021393522488214,0,2.63861292059602e-08,0.432868334024647
"524","FAM153B",0.365383809817439,0.13254225348282,0.0728518286050164,0.00555173460763142,6.3031024358255e-09,0.0409034343849406,0,0.38276693279905
"525","GPRIN1",0.46445965216435,0.0646871931938321,0.00727270779502053,5.81347953091995e-07,0.00664098996700027,0.00452064849433199,2.8811052027086e-17,0.452418227037512
"526","HK3",0.239663782879317,0,0.0139722845636748,0.0116163853595078,0.000683491257077384,0.0261856461388925,0,0.707878409801531
"527","F12",0.163278968891683,0.153645455171492,0.0200003482411423,0.00348488836961779,0.0160464862453391,0.0777863063950059,0.0119135547408987,0.553843991944822
"528","DOK3",0.0706351932619398,0.0737231592995636,0.0221037848264423,0.010477118422425,0,0.0569531785280578,0,0.766107565661572
"529","FAM153A",0.440167234224127,0.110334926826667,0.0476557719619214,0.0140023022777768,8.53721465311143e-10,3.49318953848233e-08,0,0.387839728923891
"530","FAM153CP",0.459514723493739,0.192695416187157,0.0287487760627885,0.0072245481717214,0.00410134829636438,1.44846461251522e-10,1.17563106555137e-08,0.307715175887072
"531","AACSP1",2.14092581141324e-10,0.151412218621129,0.00028992064699682,0.000319068067458836,0.0186179481086853,0,0,0.829360844341638
"532","ZNF454",0.163223726331376,0.0910152572906087,0.0313317453102007,3.10848765389126e-06,0.0324201409858128,0,0,0.682006021594348
"533","FOXQ1",0.459677672827821,6.9600846851808e-11,0.0416880901105735,0.00346965902217242,0.028968954548287,0,0.0595949713635705,0.406600652057974
"534","SERPINB9",0.347987581470884,0,0.00849571620234449,0.000725048045881318,0,0,0,0.64279165428089
"535","LINC00518",0,0.315451729658733,0.00100438924191036,0.0129489951391348,0,0,2.52699791375946e-10,0.670594885707522
"536","CD83",0.0799654966510393,0.070694946561503,0.00812638639419549,0.00195196651944915,0.015990307617252,0,0,0.823270896256561
"537","LNC-LBCS",0.504011776264257,0.0655369445090478,0.0449822119006202,0.000702838508693759,0,0,0,0.384766228817381
"538","ID4",0.492576605323422,0.0590248982606544,0.0510964884093998,0.00326293929306738,0,0,0,0.394039068713457
"539","GPLD1",0.470455457279034,0.0422845735572525,0.0713942329710756,0.00851982979891295,0,0.00420308078350833,0,0.403142825610216
"540","PPIAP29",0.015263801501322,0.146373509222607,3.28181830641893e-05,0.000247142077394512,0,0.00482745185660179,4.15658140960428e-10,0.833255276743352
