"","gene_name","tissue type (LS/NL/HC)","individual","SCORAD","EASI","quarter","anatomic region","gender","unexplained"
"145","AIM2",0.267034788893717,0.20960379023073,0.0605843043748419,0.00190399199519378,0,0.0776964558196184,7.38472263836984e-08,0.383176594838673
"146","CADM3",0.360511450892465,0,0.0145980217757054,0.00891569876029164,0.0161182900525754,0,0.0954123087351773,0.504444229783785
"147","RPSAP18",0.314924462381177,0,0.00857254503026371,0.0110841485655838,0.0422439756420185,0.0062784579228188,0,0.616896410458138
"148","NHLH1",0.30211462701674,0,0.00347393297522887,0.00275965842839918,0,0.0788733702061593,0,0.612778411373473
"149","SLAMF1",0.266203886432999,0.0502303070946889,0.0027708222097599,0.00140180719380139,0,0.00656814193450338,0,0.672825035134248
"150","CD48",0.214975092995817,0.135544860817799,0.000588405413004126,0.00649514934343935,1.10392008904638e-10,0.0983504572079577,0,0.544046034111591
"151","SLAMF7",0.438937874806795,0.120114776123016,0.0146840824394992,0.00075654095636331,0.00642836703805686,2.97554708742521e-10,0.0959131465738799,0.323165211764835
"152","LY9",0.171389032911004,0.0646783638213971,0.0203430188079972,0.00544476483179956,0,3.2535963966054e-08,3.91139531843549e-09,0.738144783180443
"153","CD244",0.113885487709826,0.0609616930435422,0.00926399114309357,0.0129749450316029,0,0,0.0204122829060244,0.782501600165911
"154","ADAMTS4",0.186869015101954,0.0185850457232889,0.0296180779600252,0.0162080520949618,0,0,0.0331343647432077,0.715585444376563
"155","FCER1G",0.202854452964612,0.314022903463025,0.00419108370091013,0.00226664182230677,0.0185782618125727,0.0443337671542092,3.01322926160357e-10,0.413752888781042
"156","PCP4L1",0.0871348281278511,0.269509410630176,0.0169567396209719,0.00850234095022546,0,0.0316037227175639,0,0.586292957953212
"157","FCGR2A",0.0946701281663998,0.161041945476258,0.00970818317938329,6.08182192592342e-05,0.0266524424948876,0,1.7401631926355e-05,0.707849080831886
"158","FCGR3A",0.148751486696857,0.125548097269294,0.00135408638608119,0.0111180058077233,0.0185660079620696,0,1.80798199149161e-10,0.694662315697177
"159","RXRG",0.383016285447577,0.0766059251756664,0.00713201768664291,0.019992868125817,0.0138372070958907,0,0,0.499415696468406
"160","CD247",0.185531712911684,0.0769200647098565,0.00227804278595469,7.33233068078237e-05,3.6647943054339e-10,0,0,0.735196855919218
"161","SELP",0.256600118558004,0.0175795221548744,0.028174937566541,0.000319437367621594,0.0293895084330514,0,0.039262763226028,0.62867371269388
"162","SELL",0.277142644989411,0.0150461258850123,0.0148572126612617,7.34408845155157e-05,0,1.61115817279948e-09,3.34817877602355e-10,0.692880573633823
"163","SELE",0.353320070304299,0,0.016479985208257,0.00252710393490441,0,0,1.0116065170616e-10,0.627672840451379
"164","FMO3",0.0209458036682701,0.125029624570201,0.00488577201233479,0.0128182714038237,0.00588525268099483,0,0,0.830435275664376
"165","FMO2",0.270700614084844,0.0593801661338293,0.0116417427560314,0.00934841783814303,0.0105834198953864,1.15712021108003e-09,0.045029510842345,0.593316127292301
"166","MYOC",0.0435052447713224,0.121661435242656,0.0923190307146777,0.00635435712482593,0,2.22212206261974e-09,0.0241668941612944,0.711993035763102
"167","C1orf105",0.48403659726643,0.116792907246014,0.0353174339111667,0.000367601882553878,0.0124806240155313,3.20125966638743e-10,5.10187549080677e-08,0.351004784339423
"168","RALGPS2",0.0324496342069898,0.200150289278714,0.0130293816835836,0.00600473496988355,1.3404618422841e-10,0,0,0.748365959726782
"169","SOAT1",0.0313513283873876,0,0.0109699309262526,0.00276651782419525,0.00749686448562395,0,0,0.947415358376541
"170","QSOX1",0.165394043015558,0.34050842100976,0.051950850738944,0.000135575040815659,0,0.0476666243531046,0,0.394344485841817
"171","PTGS2",4.00571305321511e-09,0.21588541481907,0.0168705986105015,0.000176480786644386,0.0193478316381323,0,0.0609558541581002,0.686763815981839
"172","RGS18",0.229770833415087,0.0152299939910799,0.000315367815595293,0.000954236039293237,0.000600175465694918,0,0,0.75312939327325
"173","RGS1",0.32334175272307,0.0419780503586517,0.00215081335773734,0.00191478041816734,0.00678261597778938,0.0299837778435376,0.000102593435434922,0.593745615885612
"174","KIF14",0.0533337891074507,0,0.0331169442180162,0.00428726418483869,0.0025937260514453,0.117062865061884,0,0.789605411376365
"175","KIF21B",0.00983709894492804,0.00681795189942409,0.000855096907143683,0.000565132145986969,0.013312460355873,0.462445465595143,0.014029259446542,0.492137534704959
"176","CACNA1S",0.20573458017493,0.0801746784833739,0.079575165685127,0.00171746564634396,0.031956588725338,0.0420154263595584,3.15841301125604e-09,0.558826091766916
"177","ELF3",0.164887179536758,0.195631729084904,0.0105586805302536,0.00508499282201795,0,0.0306772639890839,1.43465715682846e-09,0.593160152602325
"178","PTPN7",0.203107650299437,0,0.00089836070594183,0.000207293384324574,0,0.081981134820187,1.45737017704469e-10,0.713805560644373
"179","REN",0.145032722299319,0.2151221295189,0.0029258792127243,0.000947693712267964,0.0151615338402058,1.33830968079475e-10,0.0934015862174285,0.527408455065324
"180","CNTN2",0.515262078066856,0.0788494779643698,0.00964523387941084,0.00131453809165244,0,0,0.00580003062857348,0.389128641369138
"181","BLACAT1",0.10822928767537,0.0813130207643973,0.00777449581203764,0.00390906939713678,3.96670738032065e-09,1.09974023986029e-09,0.0106586689929736,0.788115452291637
"182","PM20D1",0.107798368344819,0.0233310960005762,0.00556681573635771,0.000806678533747168,0.0499501678369058,0.0119569321523598,0,0.800589941395235
"183","SLC26A9",0.123056352514263,0.222707103143886,0.00337021290382531,0.00382649992634808,1.72303309941372e-10,8.62655224753214e-08,0.00181356109712513,0.645226183976726
"184","DYRK3",0.0625749572754863,0,0.0300954083170462,0.00245760991053707,0.014750774237576,0,0.0524881620576763,0.837633088201678
"185","IL10",0.0880908870966695,0.156578055034357,0.00626928201218301,0.000682892278659831,0.0420157948383401,1.33972718135863e-10,0,0.706363088605818
"186","FCMR",0.303931058548607,0.113568024641629,0.00272336885226486,0.00367905100657619,0,0,6.46761218128733e-09,0.576098490483311
"187","LINC02767",0.166274141656559,0.132666501485096,0.0571193577863257,0.0282436007002843,0.0535687090590772,1.42204175925603e-10,0.0472489542086674,0.514878734961787
"188","LINC01698",0.143158076048186,0.0427801365312094,0.00687265110370287,0.00186405481454474,0.0251456422533982,0.0608489540425145,0.322193596839934,0.397136888366509
"189","HSD11B1",0.584658267180615,0.0537947835329704,0.0308613236282222,8.80821355346126e-06,5.8679791601151e-11,0.0447175234209452,0,0.285959293965014
"190","ADORA2BP1",0.54125890297254,0.0167273556716721,0.00726889358011321,0.000270050819611967,0.00494265090835982,0.0477784678117263,0.0202137684545654,0.361539909781411
"191","NEK2",0.052819443006957,0.0352318547843813,0.0169930607554127,0.0043332353356196,0.0252535232269937,0.227987729942701,0,0.637381152947935
"192","LINC02608",1.10751038038427e-09,0.267126652642449,0.00270550633276698,0.0204591807504686,0.0484749955887882,8.14825014253401e-06,9.41757573848611e-11,0.661225515233698
"193","BATF3",0.305352813210848,0.0345400736145236,0.00571667521184837,0.000781419033470396,0,0,1.43937052830224e-10,0.653609018785372
"194","SLC30A10",0.13889323903637,0,0.0232872404304859,0.0151095854425886,0,0,2.00452969129158e-09,0.822709933086026
"195","STUM",0.501468570253698,0.013499037609488,0.0200305875737086,0.0042985291893999,0,0,1.01712529825264e-09,0.46070327435658
